"District","Schl","School","Type_raw","Type_pipeline","Type_inferred","n_years_with_data","first_year_with_data","last_year_with_data","total_headcount_last","Schl_ID","start_year","end_year","flipped","closed","Consolidation_Summary","Closure_News_URL","Closure_News_URL2"
"Berkeley","218","Eagle School Intermediate","Elementary","Elementary","Elementary",16,2011,2026,646,"004218",2011,,FALSE,FALSE,,,
"Berkeley","206","Gerrardstown Elementary School","Primary","Elementary","Elementary",16,2011,2026,221,"004206",2011,,FALSE,FALSE,,,
"Berkeley","207","Hedgesville Elementary School","Primary","Elementary","Elementary",16,2011,2026,653,"004207",2011,,FALSE,FALSE,,,
"Berkeley","501","Hedgesville High School","Secondary","High School","High School",16,2011,2026,1323,"004501",2011,,FALSE,FALSE,,,
"Berkeley","301","Hedgesville Middle School","Middle","Middle","Middle",16,2011,2026,712,"004301",2011,,FALSE,FALSE,,,
"Berkeley","208","Inwood Primary School","Primary","Elementary","Elementary",16,2011,2026,164,"004208",2011,,FALSE,FALSE,,,
"Berkeley","209","Marlowe Elementary School","Primary","Elementary","Elementary",16,2011,2026,293,"004209",2011,,FALSE,FALSE,,,
"Berkeley","502","Martinsburg High School","Secondary","High School","High School",16,2011,2026,1495,"004502",2011,,FALSE,FALSE,,,
"Berkeley","302","Martinsburg North Middle School","Middle","Middle","Middle",16,2011,2026,587,"004302",2011,,FALSE,FALSE,,,
"Berkeley","303","Martinsburg South Middle School","Middle","Middle","Middle",16,2011,2026,801,"004303",2011,,FALSE,FALSE,,,
"Berkeley","217","Mill Creek Intermediate School","Elementary","Elementary","Elementary",16,2011,2026,688,"004217",2011,,FALSE,FALSE,,,
"Berkeley","220","Mountain Ridge Intermediate","Elementary","Elementary","Elementary",16,2011,2026,593,"004220",2011,,FALSE,FALSE,,,
"Berkeley","306","Mountain Ridge Middle School","Middle","Middle","Middle",12,2015,2026,620,"004306",2015,,FALSE,FALSE,,,
"Berkeley","503","Musselman High School","Secondary","High School","High School",16,2011,2026,1702,"004503",2011,,FALSE,FALSE,,,
"Berkeley","304","Musselman Middle School","Middle","Middle","Middle",16,2011,2026,638,"004304",2011,,FALSE,FALSE,,,
"Berkeley","210","Opequon Elementary School","Primary","Elementary","Elementary",16,2011,2026,429,"004210",2011,,FALSE,FALSE,,,
"Berkeley","219","Orchard View Intermediate School","Elementary","Elementary","Elementary",16,2011,2026,814,"004219",2011,,FALSE,FALSE,,,
"Berkeley","262","Pikeside Learning Center","Primary","Elementary","Elementary",1,2026,2026,138,"004262",2026,,FALSE,FALSE,,,
"Berkeley","599","Pikeside Transitional School","Alternative","Alternative","Alternative",2,2025,2026,67,"004599",2025,,FALSE,FALSE,,,
"Berkeley","216","Potomack Intermediate School","Elementary","Elementary","Elementary",16,2011,2026,913,"004216",2011,,FALSE,FALSE,,,
"Berkeley","211","Rosemont Elementary School","Elementary","Elementary","Elementary",16,2011,2026,424,"004211",2011,,FALSE,FALSE,,,
"Berkeley","504","Spring Mills High School","Secondary","High School","High School",13,2014,2026,1536,"004504",2014,,FALSE,FALSE,,,
"Berkeley","305","Spring Mills Middle School","Middle","Middle","Middle",16,2011,2026,915,"004305",2011,,FALSE,FALSE,,,
"Berkeley","221","Spring Mills Primary","Primary","Elementary","Elementary",15,2012,2026,519,"004221",2012,,FALSE,FALSE,,,
"Berkeley","215","Tomahawk Intermediate School","Elementary","Elementary","Elementary",16,2011,2026,625,"004215",2011,,FALSE,FALSE,,,
"Berkeley","212","Tuscarora Elementary School","Primary","Elementary","Elementary",16,2011,2026,235,"004212",2011,,FALSE,FALSE,,,
"Berkeley","213","Valley View Elementary School","Primary","Elementary","Elementary",16,2011,2026,410,"004213",2011,,FALSE,FALSE,,,
"Berkeley","214","Winchester Avenue Elementary School","Primary","Elementary","Elementary",16,2011,2026,189,"004214",2011,,FALSE,FALSE,,,
"Boone","201","Ashford-rumble Elementary","Elementary","Elementary","Elementary",16,2011,2026,140,"006201",2011,,FALSE,FALSE,,,
"Boone","220","Brookview Elementary","Elementary","Elementary","Elementary",16,2011,2026,328,"006220",2011,,FALSE,FALSE,,,
"Boone","205","Jeffrey-Spencer Elementary School",,"Elementary","Elementary",6,2011,2016,111,"006205",2011,2016,FALSE,TRUE,"Status: Approved | Consolidated into: Closed; students redistributed to remaining Boone Co. schools","https://www.wvgazettemail.com/news/education/board-approves-closing-boone-roane-schools-hears-fayette-closure-proposal/article_9519554a-b8f1-5183-b4d4-a1535c4a19e4.html",
"Boone","207","Madison Elementary","Elementary","Elementary","Elementary",16,2011,2026,240,"006207",2011,,FALSE,FALSE,,,
"Boone","301","Madison Middle School","Middle","Middle","Middle",16,2011,2026,351,"006301",2011,,FALSE,FALSE,,,
"Boone","209","Nellis Elementary School",,"Elementary","Elementary",6,2011,2016,99,"006209",2011,2016,FALSE,TRUE,"Status: Approved | Consolidated into: Closed; students redistributed to remaining Boone Co. schools","https://www.wvgazettemail.com/news/education/board-approves-closing-boone-roane-schools-hears-fayette-closure-proposal/article_9519554a-b8f1-5183-b4d4-a1535c4a19e4.html",
"Boone","212","Ramage Elementary","Elementary","Elementary","Elementary",16,2011,2026,171,"006212",2011,,FALSE,FALSE,,,
"Boone","501","Scott High School","Secondary","High School","High School",16,2011,2026,562,"006501",2011,,FALSE,FALSE,,,
"Boone","219","Sherman Elementary School","Elementary","Elementary","Elementary",16,2011,2026,242,"006219",2011,,FALSE,FALSE,,,
"Boone","502","Sherman High School","Secondary","High School","High School",16,2011,2026,297,"006502",2011,,FALSE,FALSE,,,
"Boone","401","Sherman Junior High School","Middle","Middle","Middle",16,2011,2026,195,"006401",2011,,FALSE,FALSE,,,
"Boone","215","Van Elementary","Elementary","Elementary","Elementary",16,2011,2026,124,"006215",2011,,FALSE,FALSE,,,
"Boone","503","Van Junior/Senior High School","Secondary","High School","High School",16,2011,2026,123,"006503",2011,,FALSE,FALSE,,,
"Boone","216","Wharton Elementary School",,"Elementary","Elementary",6,2011,2016,96,"006216",2011,2016,FALSE,TRUE,"Status: Approved | Consolidated into: Closed (building demolished); students redistributed","https://www.wvgazettemail.com/news/education/board-approves-closing-boone-roane-schools-hears-fayette-closure-proposal/article_9519554a-b8f1-5183-b4d4-a1535c4a19e4.html",
"Boone","102","Whitesville Elementary School","Elementary","Elementary","Elementary",16,2011,2026,93,"006102",2011,,FALSE,FALSE,,,
"Braxton","501","Braxton County High School","Secondary","High School","High School",16,2011,2026,491,"008501",2011,,FALSE,FALSE,,,
"Braxton","303","Braxton County Middle School","Middle","Middle","Middle",16,2011,2026,341,"008303",2011,,FALSE,FALSE,,,
"Braxton","101","Burnsville Elementary School","Elementary","Middle","Elementary",16,2011,2026,76,"008101",2011,,FALSE,FALSE,,,
"Braxton","201","Davis Elementary School","Elementary","Elementary","Elementary",16,2011,2026,133,"008201",2011,,FALSE,FALSE,,,
"Braxton","202","Flatwoods Elementary School","Elementary","Elementary","Elementary",16,2011,2026,111,"008202",2011,,FALSE,FALSE,,,
"Braxton","203","Frametown Elementary School","Elementary","Elementary","Elementary",16,2011,2026,133,"008203",2011,,FALSE,FALSE,,,
"Braxton","204","Little Birch Elementary School","Elementary","Elementary","Elementary",16,2011,2026,71,"008204",2011,,FALSE,FALSE,,,
"Braxton","205","Sutton Elementary School","Elementary","Elementary","Elementary",16,2011,2026,158,"008205",2011,,FALSE,FALSE,,,
"Brooke","201","Beech Bottom Primary School",,"Elementary","Elementary",8,2011,2018,109,"010201",2011,2018,FALSE,TRUE,"Status: Approved | Consolidated into: Brooke Primary South (former Wellsburg) and Brooke Intermediate South (former Franklin)","https://www.weirtondailytimes.com/news/local-news/2017/11/brooke-board-of-education-approves-school-mergers/",
"Brooke","502","Brooke High School","Secondary","High School","High School",16,2011,2026,825,"010502",2011,,FALSE,FALSE,,,
"Brooke","304","Brooke Middle School","Middle","Middle","Middle",8,2019,2026,600,"010304",2019,,FALSE,FALSE,,,
"Brooke","202","Collier Primary School",,"Elementary","Elementary",8,2011,2018,153,"010202",2011,2018,FALSE,TRUE,"Status: Approved | Consolidated into: Brooke Primary North (former Hooverson Heights) | New school name: Brooke County Primary North","https://www.weirtondailytimes.com/news/local-news/2017/11/brooke-board-of-education-approves-school-mergers/",
"Brooke","301","Follansbee Middle School",,"Middle","Middle",8,2011,2018,492,"010301",2011,2018,FALSE,TRUE,"Status: Approved | Consolidated into: Consolidated into new Brooke County middle school arrangement","https://www.weirtondailytimes.com/news/local-news/2017/11/brooke-board-of-education-approves-school-mergers/",
"Brooke","211","Franklin Intermediate School","Elementary","Elementary","Elementary",8,2019,2026,136,"010211",2019,,FALSE,FALSE,,,
"Brooke","203","Franklin Primary School",,"Elementary","Elementary",8,2011,2018,143,"010203",2011,2018,FALSE,TRUE,"Status: Approved <U+2014> renamed | Consolidated into: Remained open, renamed Brooke County Intermediate South | New school name: Brooke County Intermediate South","https://www.weirtondailytimes.com/news/local-news/2017/11/brooke-board-of-education-approves-school-mergers/",
"Brooke","204","Hooverson Heights Primary School",,"Elementary","Elementary",8,2011,2018,149,"010204",2011,2018,FALSE,TRUE,"Status: Approved <U+2014> renamed | Consolidated into: Remained open, renamed Brooke County Primary North | New school name: Brooke County Primary North","https://www.weirtondailytimes.com/news/local-news/2017/11/brooke-board-of-education-approves-school-mergers/",
"Brooke","208","Hooverson Heights Primary School","Primary","Elementary","Elementary",8,2019,2026,255,"010208",2019,,FALSE,FALSE,,,
"Brooke","210","Jefferson Intermediate School","Elementary","Elementary","Elementary",8,2019,2026,168,"010210",2019,,FALSE,FALSE,,,
"Brooke","205","Jefferson Primary School",,"Elementary","Elementary",8,2011,2018,189,"010205",2011,2018,FALSE,TRUE,"Status: Approved <U+2014> renamed | Consolidated into: Remained open, renamed Brooke County Intermediate North | New school name: Brooke County Intermediate North","https://www.weirtondailytimes.com/news/local-news/2017/11/brooke-board-of-education-approves-school-mergers/",
"Brooke","206","Lauretta B Millsop Primary School",,"Elementary","Elementary",8,2011,2018,97,"010206",2011,2018,FALSE,TRUE,"Status: Approved | Consolidated into: Brooke Primary North (former Hooverson Heights) | New school name: Brooke County Primary North","https://www.weirtondailytimes.com/news/local-news/2017/11/brooke-board-of-education-approves-school-mergers/",
"Brooke","303","Wellsburg Middle School",,"Middle","Middle",8,2011,2018,408,"010303",2011,2018,FALSE,TRUE,"Status: Approved | Consolidated into: Consolidated into new Brooke County middle school arrangement","https://www.weirtondailytimes.com/news/local-news/2017/11/brooke-board-of-education-approves-school-mergers/",
"Brooke","207","Wellsburg Primary School",,"Elementary","Elementary",8,2011,2018,205,"010207",2011,2018,FALSE,TRUE,"Status: Approved <U+2014> renamed | Consolidated into: Remained open, renamed Brooke County Primary South | New school name: Brooke County Primary South","https://www.weirtondailytimes.com/news/local-news/2017/11/brooke-board-of-education-approves-school-mergers/",
"Brooke","209","Wellsburg Primary School","Primary","Elementary","Elementary",8,2019,2026,176,"010209",2019,,FALSE,FALSE,,,
"Cabell","203","Altizer Elementary School","Elementary","Elementary","Elementary",16,2011,2026,195,"012203",2011,,FALSE,FALSE,,,
"Cabell","301","Barboursville Middle School","Middle","Middle","Middle",16,2011,2026,669,"012301",2011,,FALSE,FALSE,,,
"Cabell","302","Beverly Hills Middle School",,"Middle","Middle",3,2011,2013,473,"012302",2011,2013,FALSE,TRUE,"Status: Approved | Consolidated into: New Huntington East Middle School | New school name: Huntington East Middle School","https://theclio.com/entry/73298",
"Cabell","550","Cabell Midland High School","Secondary","High School","High School",16,2011,2026,1618,"012550",2011,,FALSE,FALSE,,,
"Cabell","290","Central City Elementary School","Elementary","Elementary","Elementary",16,2011,2026,387,"012290",2011,,FALSE,FALSE,,,
"Cabell","218","Cox Landing Elementary School","Elementary","Elementary","Elementary",16,2011,2026,192,"012218",2011,,FALSE,FALSE,,,
"Cabell","502","Crossroads Academy","Alternative","High School","Alternative",16,2011,2026,78,"012502",2011,,FALSE,FALSE,,,
"Cabell","221","Culloden Elementary School","Elementary","Elementary","Elementary",16,2011,2026,204,"012221",2011,,FALSE,FALSE,,,
"Cabell","224","Davis Creek Elementary School","Elementary","Elementary","Elementary",16,2011,2026,232,"012224",2011,,FALSE,FALSE,,,
"Cabell","305","Enslow Middle School",,"Middle","Middle",3,2011,2013,271,"012305",2011,2013,FALSE,TRUE,"Status: Approved | Consolidated into: New Huntington East Middle School | New school name: Huntington East Middle School","https://theclio.com/entry/73298",
"Cabell","227","Explorer Academy","Elementary","Elementary","Elementary",11,2016,2026,365,"012227",2016,,FALSE,FALSE,,,
"Cabell","233","Geneva Kent Elementary School",,"Elementary","Elementary",5,2011,2015,341,"012233",2011,2015,FALSE,TRUE,"Status: Approved | Consolidated into: Consolidated into new Explorer Academy (Beverly Hills Middle building) | New school name: Explorer Academy","https://zmm.com/projects/cabell-co-explorer-academy",
"Cabell","236","Guyandotte Elementary School","Elementary","Elementary","Elementary",16,2011,2026,235,"012236",2011,,FALSE,FALSE,,,
"Cabell","239","Highlawn Elementary School","Elementary","Elementary","Elementary",16,2011,2026,326,"012239",2011,,FALSE,FALSE,,,
"Cabell","242","Hite Saunders Elementary School","Elementary","Elementary","Elementary",16,2011,2026,213,"012242",2011,,FALSE,FALSE,,,
"Cabell","311","Huntington East Middle School","Middle","Middle","Middle",13,2014,2026,511,"012311",2014,,FALSE,FALSE,,,
"Cabell","560","Huntington High School","Secondary","High School","High School",16,2011,2026,1552,"012560",2011,,FALSE,FALSE,,,
"Cabell","310","Huntington Middle School","Middle","Middle","Middle",16,2011,2026,585,"012310",2011,,FALSE,FALSE,,,
"Cabell","251","Martha Elementary School","Elementary","Elementary","Elementary",16,2011,2026,205,"012251",2011,,FALSE,FALSE,,,
"Cabell","254","Meadows Elementary School","Elementary","Elementary","Elementary",16,2011,2026,268,"012254",2011,,FALSE,FALSE,,,
"Cabell","263","Milton Elementary School","Elementary","Elementary","Elementary",16,2011,2026,492,"012263",2011,,FALSE,FALSE,,,
"Cabell","308","Milton Middle School","Middle","Middle","Middle",16,2011,2026,534,"012308",2011,,FALSE,FALSE,,,
"Cabell","269","Nichols Elementary School","Elementary","Elementary","Elementary",16,2011,2026,215,"012269",2011,,FALSE,FALSE,,,
"Cabell","272","Ona Elementary School","Elementary","Elementary","Elementary",16,2011,2026,280,"012272",2011,,FALSE,FALSE,,,
"Cabell","281","Peyton Elementary School",,"Elementary","Elementary",5,2011,2015,170,"012281",2011,2015,FALSE,TRUE,"Status: Approved | Consolidated into: Consolidated into new Explorer Academy (Beverly Hills Middle building) | New school name: Explorer Academy","https://zmm.com/projects/cabell-co-explorer-academy",
"Cabell","285","Salt Rock Elementary School","Elementary","Elementary","Elementary",16,2011,2026,214,"012285",2011,,FALSE,FALSE,,,
"Cabell","292","Southside Elementary School","Elementary","Elementary","Elementary",16,2011,2026,416,"012292",2011,,FALSE,FALSE,,,
"Cabell","287","Spring Hill Elementary School","Elementary","Elementary","Elementary",16,2011,2026,436,"012287",2011,,FALSE,FALSE,,,
"Cabell","291","Village of Barboursville Elementary School","Elementary","Elementary","Elementary",16,2011,2026,531,"012291",2011,,FALSE,FALSE,,,
"Calhoun","201","Arnoldsburg School","Elementary","Elementary","Elementary",16,2011,2026,151,"014201",2011,,FALSE,FALSE,,,
"Calhoun","501","Calhoun Middle/High School","Secondary","High School","High School",16,2011,2026,473,"014501",2011,,FALSE,FALSE,,,
"Calhoun","203","Pleasant Hill School","Elementary","Elementary","Elementary",16,2011,2026,138,"014203",2011,,FALSE,FALSE,,,
"Clay","209","Big Otter Elementary School","Elementary","Elementary","Elementary",16,2011,2026,193,"016209",2011,,FALSE,FALSE,,,
"Clay","501","Clay County High School","Secondary","High School","High School",16,2011,2026,490,"016501",2011,,FALSE,FALSE,,,
"Clay","202","Clay Elementary School","Elementary","Elementary","Elementary",16,2011,2026,401,"016202",2011,,FALSE,FALSE,,,
"Clay","301","Clay Middle School","Middle","Middle","Middle",16,2011,2026,254,"016301",2011,,FALSE,FALSE,,,
"Clay","208","H E White Elementary School","Elementary","Elementary","Elementary",14,2011,2024,33,"016208",2011,2024,FALSE,TRUE,"Status: Approved | Consolidated into: Clay Elementary School","https://wvmetronews.com/2023/12/13/state-boe-votes-to-close-elementary-schools-in-harrison-clay-lincoln-counties/",
"Clay","205","Lizemore Elementary School","Elementary","Elementary","Elementary",14,2011,2024,88,"016205",2011,2024,FALSE,TRUE,"Status: Approved | Consolidated into: Clay Elementary School","https://wvmetronews.com/2023/12/13/state-boe-votes-to-close-elementary-schools-in-harrison-clay-lincoln-counties/",
"Doddridge","212","Doddridge County Early Learning Academy","Primary","Elementary","Elementary",14,2013,2026,165,"018212",2013,,FALSE,FALSE,,,
"Doddridge","211","Doddridge County Elementary School","Elementary","Elementary","Elementary",16,2011,2026,344,"018211",2011,,FALSE,FALSE,,,
"Doddridge","501","Doddridge County High School","Secondary","High School","High School",16,2011,2026,379,"018501",2011,,FALSE,FALSE,,,
"Doddridge","301","Doddridge County Middle School","Middle","Middle","Middle",16,2011,2026,332,"018301",2011,,FALSE,FALSE,,,
"Fayette","201","Ansted Elementary","Elementary","Elementary","Elementary",16,2011,2026,151,"020201",2011,,FALSE,FALSE,,,
"Fayette","301","Ansted Middle School",,"Middle","Middle",8,2011,2018,244,"020301",2011,2018,FALSE,TRUE,"Status: Approved | Consolidated into: Midland Trail High School (became grades 6<U+2013>12)","https://www.wvgazettemail.com/news/education/wv-approves-fayette-school-closures-spares-meadow-bridge-high/article_da16f083-a309-52ba-9e99-8596b72f9a3f.html",
"Fayette","204","Danese Elementary",,"Elementary","Elementary",2,2011,2012,114,"020204",2011,2012,FALSE,TRUE,"Status: Approved | Consolidated into: Students redistributed; Fayette County consolidation plan","https://www.wvgazettemail.com/news/state-school-board-votes-to-close-two-fayette-county-schools/article_66c2f37d-fd45-5cf2-bf5d-520d8d0b3da0.html",
"Fayette","206","Divide Elementary","Elementary","Elementary","Elementary",16,2011,2026,156,"020206",2011,,FALSE,FALSE,,,
"Fayette","208","Fayetteville Elementary",,"Elementary","Elementary",9,2011,2019,443,"020208",2011,2019,FALSE,TRUE,"Status: Approved | Consolidated into: Fayetteville High (converted to PreK-8) | New school name: Fayetteville PreK-8","https://wvmetronews.com/2017/07/12/west-virginia-education-board-approves-fayette-county-consolidation/",
"Fayette","501","Fayetteville High",,"High School","High School",9,2011,2019,408,"020501",2011,2019,FALSE,TRUE,"Status: Approved | Consolidated into: Converted to PreK-8; HS students to Oak Hill High | New school name: Fayetteville PreK-8","https://wvmetronews.com/2017/07/12/west-virginia-education-board-approves-fayette-county-consolidation/",
"Fayette","101","Fayetteville PK-8","Middle","Elementary + Middle","Elementary + Middle",7,2020,2026,450,"020101",2020,,FALSE,FALSE,,,
"Fayette","210","Gatewood Elementary",,"Elementary","Elementary",9,2011,2019,74,"020210",2011,2019,FALSE,TRUE,"Status: Approved | Consolidated into: Fayetteville High (converted to PreK-8) | New school name: Fayetteville PreK-8","https://wvmetronews.com/2017/07/12/west-virginia-education-board-approves-fayette-county-consolidation/",
"Fayette","211","Gauley Bridge Elementary","Elementary","Elementary","Elementary",12,2011,2022,48,"020211",2011,2022,FALSE,TRUE,"Status: Approved | Consolidated into: Valley PK-8 School (Smithers)","https://woay.com/gauley-bridge-elementary-school-to-officially-close-following-2021-2022-school-year/",
"Fayette","215","Meadow Bridge Elementary","Elementary","Elementary","Elementary",14,2011,2024,205,"020215",2011,2024,FALSE,TRUE,"Status: Closed <U+2014> part of Fayette County consolidation plan | Consolidated into: Meadow Bridge Regional School | New school name: Meadow Bridge Regional School","https://wvmetronews.com/2017/05/17/fayette-county-school-board-approves-closure-consolidation-plan/",
"Fayette","503","Meadow Bridge High","Secondary","High School","High School",14,2011,2024,194,"020503",2011,2024,FALSE,TRUE,"Status: Closed <U+2014> part of Fayette County consolidation plan | Consolidated into: Meadow Bridge Regional School | New school name: Meadow Bridge Regional School","https://wvpublic.org/state-boe-postpones-consolidation-of-a-fayette-county-hs/",
"Fayette","103","Meadow Bridge Regional School","Secondary","Elementary + Middle","High School",2,2025,2026,382,"020103",2025,,FALSE,FALSE,,,
"Fayette","504","Midland Trail High","Secondary","High School","High School",16,2011,2026,603,"020504",2011,,FALSE,FALSE,,,
"Fayette","217","Mount Hope Elementary",,"Elementary","Elementary",9,2011,2019,308,"020217",2011,2019,FALSE,TRUE,"Status: Approved | Consolidated into: New Oak Hill area PreK-2 school","https://wvmetronews.com/2017/07/12/west-virginia-education-board-approves-fayette-county-consolidation/",
"Fayette","505","Mount Hope High School",,"High School","High School",1,2011,2011,302,"020505",2011,2011,FALSE,TRUE,"Status: Closed <U+2014> part of Fayette County consolidation | Consolidated into: Students to Oak Hill High School and other Fayette Co. highs","https://wvmetronews.com/2017/07/12/west-virginia-education-board-approves-fayette-county-consolidation/",
"Fayette","226","New River Elementary",,"Elementary","Elementary",9,2011,2019,754,"020226",2011,2019,FALSE,TRUE,"Status: Approved | Consolidated into: Reconfigured as 3rd<U+2013>5th grade school | New school name: New River Elementary","https://wvmetronews.com/2017/07/12/west-virginia-education-board-approves-fayette-county-consolidation/",
"Fayette","228","New River Intermediate","Elementary","Elementary","Elementary",7,2020,2026,516,"020228",2020,,FALSE,FALSE,,,
"Fayette","227","New River Primary","Primary","Elementary","Elementary",7,2020,2026,570,"020227",2020,,FALSE,FALSE,,,
"Fayette","307","Nuttall Middle School",,"Middle","Middle",2,2011,2012,165,"020307",2011,2012,FALSE,TRUE,"Status: Approved | Consolidated into: Students redistributed; Fayette County consolidation plan","https://www.wvgazettemail.com/news/state-school-board-votes-to-close-two-fayette-county-schools/article_66c2f37d-fd45-5cf2-bf5d-520d8d0b3da0.html",
"Fayette","506","Oak Hill High","Secondary","High School","High School",16,2011,2026,1048,"020506",2011,,FALSE,FALSE,,,
"Fayette","302","Oak Hill Middle School","Middle","Middle","Middle",16,2011,2026,603,"020302",2011,,FALSE,FALSE,,,
"Fayette","223","Rosedale Elementary",,"Middle","Elementary",9,2011,2019,237,"020223",2011,2019,FALSE,TRUE,"Status: Approved | Consolidated into: New Oak Hill area PreK-2 school; New River Elementary (3-5)","https://wvmetronews.com/2017/07/12/west-virginia-education-board-approves-fayette-county-consolidation/",
"Fayette","225","Valley Elementary",,"Elementary","Elementary",9,2011,2019,306,"020225",2011,2019,FALSE,TRUE,"Status: Approved | Consolidated into: Valley High (converted to K-8) | New school name: Valley PreK-8","https://wvmetronews.com/2017/07/12/west-virginia-education-board-approves-fayette-county-consolidation/",
"Fayette","507","Valley High School",,"Alternative","High School",9,2011,2019,420,"020507",2011,2019,FALSE,TRUE,"Status: Approved | Consolidated into: Converted to K-8 | New school name: Valley PreK-8","https://wvmetronews.com/2017/07/12/west-virginia-education-board-approves-fayette-county-consolidation/",
"Fayette","102","Valley PK-8","Middle","Elementary + Middle","Elementary + Middle",7,2020,2026,545,"020102",2020,,FALSE,FALSE,,,
"Gilmer","206","Gilmer County Elementary School","Elementary","Elementary","Elementary",10,2017,2026,311,"022206",2017,,FALSE,FALSE,,,
"Gilmer","501","Gilmer County High School","Secondary","High School","High School",16,2011,2026,401,"022501",2011,,FALSE,FALSE,,,
"Gilmer","201","Glenville Elementary School",,"Elementary","Elementary",6,2011,2016,221,"022201",2011,2016,FALSE,TRUE,"Status: Approved | Consolidated into: New Gilmer County Elementary School (Glenville) | New school name: Gilmer County Elementary","https://www.wvgazettemail.com/news/education/board-approves-closing-boone-roane-schools-hears-fayette-closure-proposal/article_9519554a-b8f1-5183-b4d4-a1535c4a19e4.html",
"Gilmer","202","Normantown Elementary School",,"Elementary","Elementary",6,2011,2016,126,"022202",2011,2016,FALSE,TRUE,"Status: Approved | Consolidated into: New Gilmer County Elementary School (Glenville) | New school name: Gilmer County Elementary","https://www.wvgazettemail.com/news/education/board-approves-closing-boone-roane-schools-hears-fayette-closure-proposal/article_9519554a-b8f1-5183-b4d4-a1535c4a19e4.html",
"Gilmer","203","Sand Fork Elementary School",,"Elementary","Elementary",6,2011,2016,118,"022203",2011,2016,FALSE,TRUE,"Status: Approved | Consolidated into: New Gilmer County Elementary School (Glenville) | New school name: Gilmer County Elementary","https://www.wvgazettemail.com/news/education/board-approves-closing-boone-roane-schools-hears-fayette-closure-proposal/article_9519554a-b8f1-5183-b4d4-a1535c4a19e4.html",
"Gilmer","205","Troy Elementary School",,"Elementary","Elementary",5,2011,2015,92,"022205",2011,2015,FALSE,TRUE,"Status: Approved | Consolidated into: New Gilmer County Elementary School (Glenville) | New school name: Gilmer County Elementary","https://www.wvgazettemail.com/news/education/board-approves-closing-boone-roane-schools-hears-fayette-closure-proposal/article_9519554a-b8f1-5183-b4d4-a1535c4a19e4.html",
